Paid,AreaType,AvgIncome,Age,LateFees,Gender,UnemployRate,Newsletter,EmailDomain
Paid,Urban,67036.21,22,0,Male,0.02,No,gmail.com
Paid,Urban,97839.83,33,0,Unknown,0.02,Yes,Other
Paid,Suburban,61072.03,34,0,Female,0.02,No,outlook.com
Paid,Urban,89311.47,33,0,Female,0.01,No,gmail.com
Default,Urban,53873.38,32,0,Male,0.23,Yes,hotmail.com
Default,Suburban,85175.12,20,88,Diverse,0.01,Yes,yahoo.com
Default,Urban,70033.12,28,0,Diverse,0.23,No,gmail.com
Default,Rural,77040.5,30,236,Female,0.18,No,hotmail.com
Paid,Urban,70143.07,33,0,Female,0.02,No,yahoo.com
Paid,Suburban,82832.5,29,0,Female,0.02,No,hotmail.com
Default,Suburban,18648.3,41,132,Female,0.24,No,hotmail.com
Paid,Urban,41603.49,31,0,Unknown,0.12,Yes,yahoo.com
Default,Suburban,78341.61,33,229,Unknown,0.06,Yes,aol.com
Default,Urban,29129.23,24,0,Male,0.26,No,mail.com
Paid,Rural,59388.39,30,0,Male,0.11,Yes,yahoo.com
Default,Urban,68913.18,32,0,Male,0.13,Yes,yandex.com
Paid,Suburban,53437.2,48,0,Female,0.18,Yes,gmail.com
Default,Urban,56168.77,37,67,Female,0.02,No,yandex.com
Default,Rural,75431.64,18,0,Male,0.18,No,gmail.com
Paid,Urban,90185.9,42,0,Male,0.03,No,yahoo.com
Paid,Rural,50831.01,25,0,Female,0.02,No,yahoo.com
Paid,Rural,58498.84,41,0,Male,0.15,Yes,gmail.com
Paid,Urban,55374.78,24,0,Male,0.02,No,gmail.com
Default,Suburban,21572.4,35,0,Female,0.5,No,msn.com
Paid,Rural,72834.24,22,0,Unknown,0.05,No,gmail.com
Paid,Urban,88694.35,23,0,Male,0.03,No,gmail.com
Paid,Urban,90332.86,38,0,Female,0.02,No,msn.com
Default,Urban,52584.67,38,0,Unknown,0.16,Yes,yandex.com
Paid,Urban,44966.04,36,0,Male,0.09,Yes,yahoo.com
Paid,Urban,70432.11,36,0,Female,0.02,Yes,yahoo.com
Paid,Urban,86585.47,34,0,Unknown,0.03,No,gmail.com
Default,Urban,73097.01,19,0,Male,0.15,No,yandex.com
Default,Urban,75786.09,44,0,Unknown,0.1,Yes,gmail.com
Paid,Urban,92836.62,45,0,Male,0.03,No,yahoo.com
Paid,Rural,55217.27,18,0,Male,0.02,No,yandex.com
Paid,Suburban,65600.6,38,0,Diverse,0.1,No,yahoo.com
Paid,Urban,102692.11,43,0,Female,0.01,No,gmail.com
Paid,Suburban,66063.78,23,0,Female,0.2,No,gmail.com
Paid,Suburban,44653.26,26,0,Female,0.02,Yes,gmail.com
Paid,Rural,56612.88,38,0,Female,0.02,No,yahoo.com
Default,Urban,51236.4,30,0,Male,0.26,Yes,yahoo.com
Paid,Urban,77143.25,31,0,Male,0.09,No,yahoo.com
Default,Rural,52081.06,29,0,Female,0.1,No,outlook.com
Default,Rural,75420.69,23,163,Male,0.17,Yes,gmail.com
Default,Suburban,55278.7,46,0,Female,0.25,Yes,icloud.com
Default,Suburban,27532.43,32,0,Unknown,0.31,No,yandex.com
Default,Urban,76132.4,35,0,Male,0.29,Yes,outlook.com
Paid,Urban,72969.27,42,0,Unknown,0.07,No,yahoo.com
Paid,Urban,80355.16,26,0,Male,0.02,No,gmail.com
Paid,Urban,56540.26,20,0,Unknown,0.08,Yes,gmail.com
Default,Suburban,54409.11,33,0,Unknown,0.22,Yes,gmail.com
Default,Urban,78029.34,30,225,Female,0.17,No,gmail.com
Paid,Urban,100380.39,45,0,Female,0.01,No,icloud.com
Paid,Rural,70223.36,28,0,Female,0.02,Yes,icloud.com
Paid,Urban,78491.7,40,0,Unknown,0.05,Yes,Other
Paid,Rural,63568.25,38,0,Male,0.02,Yes,Other
Default,Rural,39127.39,31,0,Male,0.16,No,yahoo.com
Paid,Urban,89348.59,41,0,Female,0.01,Yes,gmail.com
Paid,Urban,88168.28,34,0,Diverse,0.04,No,yahoo.com
Paid,Urban,84215.48,28,0,Male,0.02,Yes,protonmail.com
Default,Urban,66361.09,25,0,Female,0.15,No,icloud.com
Paid,Urban,81941.12,65,0,Male,0.01,No,icloud.com
Paid,Urban,87875.24,53,0,Unknown,0.01,Yes,icloud.com
Paid,Rural,102403.17,37,0,Male,0.02,Yes,gmail.com
Paid,Urban,89770.52,31,0,Unknown,0.02,No,outlook.com
Paid,Suburban,71276.42,38,0,Male,0.12,Yes,gmail.com
Paid,Urban,43834.93,42,0,Male,0.02,No,yandex.com
Paid,Urban,73113.17,36,0,Female,0.19,Yes,gmail.com
Default,Rural,75131.55,19,0,Male,0.09,No,gmail.com
Paid,Urban,84180.6,57,0,Female,0.03,No,protonmail.com
Paid,Urban,97077.84,34,0,Diverse,0.02,Yes,yandex.com
Default,Suburban,68096.99,60,235,Female,0.06,No,aol.com
Default,Suburban,112019.74,33,0,Unknown,0.03,No,Other
Default,Suburban,34814.26,26,171,Female,0.2,No,gmail.com
Paid,Urban,78386.84,51,0,Unknown,0.18,No,aol.com
Default,Urban,54029.59,35,54,Male,0.14,No,gmail.com
Paid,Rural,31855.56,32,0,Diverse,0.1,No,outlook.com
Default,Rural,65964.51,30,0,Male,0.04,Yes,gmail.com
Paid,Urban,40856.55,40,0,Female,0.18,No,mail.com
Default,Suburban,66771.44,23,287,Female,0.02,No,gmail.com
Default,Urban,70695.38,23,0,Unknown,0.25,No,outlook.com
Default,Urban,92370.83,23,137,Female,0.03,Yes,hotmail.com
Default,Urban,39848.3,37,0,Female,0.19,Yes,aol.com
Paid,Urban,88168.9,40,0,Unknown,0.02,No,yahoo.com
Paid,Urban,71961.61,27,0,Unknown,0.06,No,msn.com
Paid,Urban,90576.98,45,0,Male,0.02,No,gmail.com
Paid,Urban,61364.98,25,0,Unknown,0.02,Yes,gmail.com
Default,Suburban,43355.11,33,0,Female,0.01,No,gmail.com
Paid,Suburban,45650.01,21,0,Diverse,0.05,Yes,msn.com
Paid,Suburban,44163.85,24,0,Male,0.02,No,yahoo.com
Paid,Rural,79556.28,55,0,Male,0.13,No,outlook.com
Paid,Urban,99538.44,41,0,Female,0.01,Yes,gmail.com
Default,Urban,58700.97,41,0,Male,0.02,No,gmail.com
Paid,Suburban,82582.71,23,0,Female,0.02,Yes,yahoo.com
Paid,Urban,39531.16,22,0,Female,0.05,Yes,icloud.com
Default,Urban,73606.42,29,297,Female,0.1,No,gmail.com
Paid,Urban,83371.25,41,0,Female,0.02,Yes,gmail.com
Paid,Rural,41037.5,27,0,Female,0.04,No,aol.com
Paid,Urban,65922.33,25,0,Male,0.16,No,yahoo.com
Paid,Rural,84318.34,32,0,Male,0.02,Yes,outlook.com
Default,Urban,15000.0,27,0,Unknown,0.4,No,yahoo.com
Paid,Suburban,96709.06,31,0,Diverse,0.01,Yes,gmail.com
Paid,Suburban,77073.59,23,0,Male,0.02,Yes,gmail.com
Paid,Suburban,84334.55,43,0,Diverse,0.01,Yes,outlook.com
Paid,Urban,61745.61,28,0,Male,0.05,Yes,outlook.com
Paid,Urban,35545.55,22,0,Male,0.01,No,yahoo.com
Paid,Suburban,80681.26,24,0,Female,0.02,Yes,yahoo.com
Default,Urban,68348.19,19,0,Female,0.2,No,msn.com
Paid,Urban,70642.31,30,0,Male,0.09,Yes,protonmail.com
Paid,Urban,91752.14,27,0,Diverse,0.01,No,gmail.com
Paid,Rural,85241.28,24,0,Unknown,0.02,No,outlook.com
Paid,Urban,108424.75,29,0,Unknown,0.01,Yes,gmail.com
Default,Suburban,73077.08,40,0,Male,0.23,Yes,icloud.com
Paid,Urban,56175.75,49,0,Unknown,0.16,No,outlook.com
Paid,Urban,66231.66,26,0,Female,0.02,No,yahoo.com
Paid,Suburban,78313.27,58,0,Female,0.15,Yes,gmail.com
Paid,Urban,90317.13,27,0,Unknown,0.01,No,msn.com
Paid,Urban,40659.32,42,0,Female,0.01,No,aol.com
Default,Suburban,70170.75,59,0,Female,0.17,No,gmail.com
Paid,Suburban,102190.83,32,0,Female,0.01,Yes,gmail.com
Paid,Urban,65195.82,29,0,Female,0.24,Yes,gmail.com
Paid,Rural,88620.24,31,0,Unknown,0.02,No,yahoo.com
Paid,Suburban,79862.35,21,0,Unknown,0.1,No,msn.com
Paid,Rural,89117.21,26,0,Female,0.01,Yes,aol.com
Paid,Urban,53804.79,60,0,Male,0.18,No,icloud.com
Paid,Urban,53891.97,26,0,Male,0.09,Yes,hotmail.com
Paid,Rural,70405.44,35,0,Male,0.15,No,yahoo.com
Paid,Rural,39355.56,27,0,Male,0.02,Yes,icloud.com
Default,Urban,64605.19,25,0,Female,0.15,No,msn.com
Paid,Urban,75057.53,41,0,Diverse,0.13,No,yahoo.com
Paid,Urban,105692.71,35,0,Male,0.04,No,icloud.com
Paid,Urban,78054.36,27,0,Diverse,0.09,No,icloud.com
Paid,Urban,82504.57,20,0,Female,0.02,No,yandex.com
Paid,Urban,93289.52,35,0,Female,0.01,No,yahoo.com
Paid,Rural,50706.85,56,0,Female,0.07,Yes,gmail.com
Default,Urban,66698.35,21,0,Female,0.13,No,mail.com
Paid,Suburban,118508.25,59,0,Female,0.02,No,gmail.com
Default,Urban,68417.56,48,0,Female,0.24,Yes,gmail.com
Paid,Urban,92328.61,51,0,Male,0.04,No,gmail.com
Default,Urban,89274.76,35,243,Male,0.05,Yes,gmail.com
Paid,Urban,40437.73,48,0,Unknown,0.13,No,yahoo.com
Paid,Suburban,76209.59,28,0,Male,0.01,No,protonmail.com
Default,Rural,72934.95,20,0,Female,0.2,Yes,gmail.com
Paid,Urban,76599.18,41,0,Unknown,0.02,Yes,gmail.com
Default,Urban,54917.75,34,267,Diverse,0.03,No,gmail.com
Default,Urban,47661.61,28,181,Male,0.02,No,gmail.com
Paid,Rural,60479.8,31,0,Diverse,0.08,Yes,mail.com
Paid,Suburban,68044.1,23,0,Female,0.13,No,icloud.com
Paid,Urban,93699.69,33,0,Male,0.02,No,gmail.com
Default,Suburban,106346.22,37,117,Female,0.01,Yes,gmail.com
Paid,Suburban,97931.96,27,0,Diverse,0.01,No,icloud.com
Paid,Urban,87203.7,21,0,Male,0.01,Yes,gmail.com
Paid,Urban,49913.19,70,0,Unknown,0.09,No,icloud.com
Paid,Rural,61822.08,46,0,Male,0.07,No,mail.com
Paid,Suburban,74198.52,46,0,Female,0.07,Yes,mail.com
Default,Urban,57351.22,63,0,Male,0.22,No,gmail.com
Paid,Urban,81544.11,42,0,Female,0.02,Yes,msn.com
Default,Urban,84409.72,18,217,Male,0.02,No,yahoo.com
Default,Urban,80725.8,31,0,Male,0.03,No,yahoo.com
Paid,Suburban,90502.69,44,0,Male,0.03,No,yahoo.com
Paid,Urban,51908.18,35,0,Diverse,0.03,Yes,yahoo.com
Paid,Suburban,88656.57,29,0,Male,0.02,Yes,aol.com
Default,Rural,56087.09,27,109,Female,0.02,No,outlook.com
Paid,Urban,51181.28,31,0,Female,0.06,Yes,aol.com
Default,Urban,80642.32,43,0,Male,0.02,Yes,yandex.com
Default,Urban,94317.47,34,101,Female,0.01,No,gmail.com
Paid,Suburban,79760.27,44,0,Female,0.05,No,yahoo.com
Paid,Urban,70416.08,59,0,Female,0.02,Yes,gmail.com
Paid,Suburban,76203.08,28,0,Unknown,0.02,No,yahoo.com
Paid,Rural,72728.54,72,0,Male,0.02,No,yahoo.com
Paid,Urban,47480.98,33,0,Diverse,0.02,Yes,aol.com
Default,Rural,45147.6,44,0,Unknown,0.15,No,outlook.com
Default,Rural,68423.48,21,0,Male,0.12,No,protonmail.com
Default,Urban,71597.14,54,0,Female,0.02,No,outlook.com
Paid,Urban,70226.65,46,0,Female,0.2,No,yahoo.com
Paid,Rural,83522.03,52,0,Female,0.02,Yes,gmail.com
Default,Rural,65690.47,31,0,Female,0.04,No,gmail.com
Paid,Urban,81259.58,24,0,Male,0.02,Yes,icloud.com
Paid,Urban,67108.26,37,0,Female,0.02,No,yahoo.com
Paid,Urban,106467.18,27,0,Male,0.01,Yes,icloud.com
Default,Rural,71614.27,25,0,Female,0.08,No,icloud.com
Paid,Urban,116814.45,33,0,Unknown,0.04,No,yahoo.com
Paid,Urban,77040.23,66,0,Male,0.05,No,outlook.com
Paid,Suburban,65726.46,35,0,Female,0.11,No,gmail.com
Paid,Urban,52011.04,32,0,Female,0.02,Yes,gmail.com
Paid,Suburban,41142.23,29,0,Male,0.09,No,yahoo.com
Paid,Urban,50171.15,33,0,Female,0.15,No,gmail.com
Paid,Rural,52407.87,31,0,Male,0.02,No,yahoo.com
Paid,Urban,77896.4,32,0,Female,0.14,No,hotmail.com
Default,Suburban,59476.69,34,0,Female,0.26,No,yahoo.com
Default,Suburban,73738.54,33,0,Female,0.04,No,yahoo.com
Default,Urban,95639.57,23,0,Male,0.03,Yes,yandex.com
Paid,Urban,68243.83,31,0,Male,0.02,No,outlook.com
Paid,Urban,111583.13,23,0,Female,0.02,Yes,gmail.com
Default,Urban,46483.78,27,0,Male,0.12,Yes,protonmail.com
Paid,Suburban,66988.33,34,0,Male,0.09,No,gmail.com
Paid,Suburban,59213.74,38,0,Diverse,0.09,No,yahoo.com
Paid,Urban,88730.13,32,0,Male,0.02,No,yandex.com
Default,Suburban,25204.17,22,0,Female,0.27,No,aol.com
Paid,Suburban,41137.69,39,0,Female,0.02,Yes,msn.com
Paid,Suburban,67853.06,27,0,Male,0.06,Yes,yahoo.com
Paid,Urban,101027.55,23,0,Male,0.02,No,yahoo.com
Paid,Urban,74516.84,46,0,Female,0.02,No,gmail.com
Paid,Urban,42969.05,35,0,Male,0.06,Yes,icloud.com
Paid,Urban,46056.67,28,0,Male,0.06,No,aol.com
Default,Urban,103459.79,33,190,Male,0.03,Yes,yahoo.com
Default,Urban,57577.3,19,0,Male,0.11,Yes,mail.com
Paid,Urban,51140.73,60,0,Unknown,0.13,Yes,gmail.com
Default,Suburban,99547.45,33,0,Male,0.02,No,gmail.com
Paid,Urban,90221.94,26,0,Female,0.04,No,gmail.com
Paid,Urban,95481.19,30,0,Female,0.02,No,mail.com
Paid,Urban,50999.16,35,0,Female,0.02,Yes,gmail.com
Paid,Urban,39497.89,27,0,Female,0.02,Yes,gmail.com
Default,Urban,72663.33,33,138,Female,0.02,Yes,hotmail.com
Default,Urban,76702.52,29,0,Unknown,0.12,No,icloud.com
Paid,Urban,77292.04,31,0,Male,0.02,No,gmail.com
Paid,Urban,99563.68,20,0,Male,0.03,No,hotmail.com
Default,Urban,35324.66,28,0,Unknown,0.2,No,gmail.com
Paid,Urban,87193.9,43,0,Unknown,0.03,Yes,gmail.com
Paid,Rural,48067.5,26,0,Male,0.05,No,gmail.com
Paid,Urban,87114.71,37,0,Unknown,0.01,Yes,gmail.com
Paid,Urban,60500.87,38,0,Female,0.14,No,msn.com
Paid,Urban,53720.56,49,0,Female,0.11,No,outlook.com
Paid,Urban,57801.95,30,0,Unknown,0.02,No,outlook.com
Paid,Urban,41087.8,44,0,Female,0.13,Yes,hotmail.com
Paid,Urban,70808.58,30,0,Diverse,0.07,No,icloud.com
Default,Suburban,54546.53,24,201,Female,0.11,Yes,protonmail.com
Paid,Urban,85725.96,30,0,Female,0.03,No,gmail.com
Paid,Urban,82801.12,39,0,Male,0.03,Yes,gmail.com
Paid,Suburban,103763.14,31,0,Female,0.02,Yes,mail.com
Default,Rural,77326.55,38,0,Female,0.08,No,yandex.com
Paid,Urban,80413.56,59,0,Female,0.01,Yes,gmail.com
Paid,Urban,98002.0,45,0,Female,0.02,No,gmail.com
Default,Urban,57446.75,51,0,Male,0.24,Yes,gmail.com
Default,Urban,40234.84,19,0,Unknown,0.15,No,gmail.com
Paid,Urban,74001.88,41,0,Female,0.01,Yes,icloud.com
Paid,Urban,41547.33,27,0,Female,0.03,Yes,gmail.com
Paid,Suburban,119078.77,26,0,Female,0.03,No,outlook.com
Paid,Urban,99109.97,56,0,Female,0.01,No,outlook.com
Paid,Urban,113279.53,21,0,Female,0.02,Yes,gmail.com
Paid,Urban,71248.94,47,0,Unknown,0.02,Yes,gmail.com
Paid,Suburban,81011.47,45,0,Unknown,0.03,Yes,yahoo.com
Default,Urban,60810.49,46,69,Male,0.09,No,gmail.com
Paid,Suburban,87658.5,33,0,Female,0.01,No,yahoo.com
Paid,Urban,45689.14,38,0,Female,0.13,No,yahoo.com
Default,Urban,19138.14,28,0,Female,0.32,No,gmail.com
Paid,Urban,54185.79,46,0,Unknown,0.03,No,gmail.com
Default,Urban,40890.53,29,111,Diverse,0.02,No,icloud.com
Paid,Urban,99558.53,36,0,Female,0.01,Yes,icloud.com
Paid,Urban,106313.55,33,0,Female,0.02,No,aol.com
Paid,Urban,41941.42,29,0,Diverse,0.02,Yes,yahoo.com
Paid,Suburban,95834.31,33,0,Diverse,0.02,No,yahoo.com
Paid,Urban,89027.7,27,0,Male,0.02,Yes,gmail.com
Paid,Urban,38604.47,19,0,Female,0.08,No,outlook.com
Paid,Urban,62194.65,38,0,Unknown,0.02,Yes,yahoo.com
Default,Suburban,58396.73,33,267,Male,0.02,No,gmail.com
Paid,Rural,84959.91,33,0,Male,0.02,Yes,aol.com
Default,Urban,45424.41,30,0,Male,0.15,No,yandex.com
Default,Urban,68022.55,47,0,Male,0.09,No,yandex.com
Paid,Urban,56281.31,30,0,Unknown,0.1,Yes,msn.com
Paid,Rural,79466.82,31,0,Male,0.15,Yes,msn.com
Paid,Suburban,65664.16,44,0,Female,0.13,No,gmail.com
Paid,Urban,59295.09,29,0,Unknown,0.05,Yes,outlook.com
Paid,Urban,65734.07,33,0,Unknown,0.13,No,hotmail.com
Paid,Urban,110720.86,36,0,Female,0.02,Yes,gmail.com
Default,Urban,61662.01,22,0,Female,0.11,Yes,gmail.com
Default,Suburban,49179.9,40,119,Male,0.17,No,icloud.com
Paid,Urban,81668.67,37,0,Male,0.02,Yes,yahoo.com
Paid,Urban,67129.51,28,0,Male,0.02,No,icloud.com
Paid,Suburban,41695.32,28,0,Male,0.02,No,gmail.com
Default,Suburban,114629.93,38,247,Female,0.02,Yes,gmail.com
Paid,Urban,62950.42,42,0,Male,0.02,Yes,msn.com
Default,Suburban,62442.61,31,0,Female,0.1,No,hotmail.com
Default,Urban,73196.71,47,0,Unknown,0.1,Yes,yahoo.com
Paid,Rural,104602.34,40,0,Female,0.02,No,protonmail.com
Default,Suburban,36405.09,26,172,Female,0.11,No,gmail.com
Default,Urban,75519.72,26,178,Diverse,0.06,Yes,outlook.com
Paid,Suburban,111745.44,48,0,Male,0.02,Yes,gmail.com
Paid,Rural,72574.57,26,0,Female,0.04,Yes,gmail.com
Paid,Urban,45293.32,32,0,Male,0.07,No,icloud.com
Paid,Urban,57632.06,47,0,Male,0.08,Yes,yahoo.com
Paid,Suburban,74137.65,30,0,Male,0.13,No,yahoo.com
Paid,Urban,96616.08,31,0,Male,0.03,Yes,mail.com
Paid,Urban,63213.28,32,0,Male,0.15,Yes,yahoo.com
Paid,Rural,86533.04,36,0,Unknown,0.01,No,yahoo.com
Default,Suburban,41292.62,39,0,Female,0.28,No,icloud.com
Paid,Urban,41125.63,21,0,Female,0.02,Yes,gmail.com
Paid,Urban,60343.99,30,0,Female,0.02,No,gmail.com
Default,Urban,98760.57,69,0,Diverse,0.02,Yes,msn.com
Default,Urban,71377.49,29,0,Male,0.37,Yes,gmail.com
Paid,Urban,75796.22,20,0,Female,0.02,No,msn.com
Paid,Suburban,75561.59,41,0,Unknown,0.15,No,icloud.com
Paid,Urban,92184.16,29,0,Female,0.01,Yes,msn.com
Paid,Urban,57795.59,21,0,Female,0.02,No,gmail.com
Default,Urban,83765.7,37,133,Unknown,0.04,Yes,aol.com
Paid,Rural,53382.35,34,0,Female,0.02,No,hotmail.com
Paid,Urban,109665.45,54,0,Unknown,0.02,Yes,gmail.com
Paid,Urban,53992.18,37,0,Male,0.02,Yes,aol.com
Default,Urban,52352.21,26,0,Diverse,0.14,No,yahoo.com
Paid,Urban,80993.4,32,0,Female,0.02,Yes,gmail.com
Default,Urban,71595.77,44,0,Male,0.11,No,icloud.com
Paid,Urban,76537.05,33,0,Unknown,0.06,No,gmail.com
Default,Urban,74546.28,62,0,Unknown,0.24,Yes,yandex.com
Paid,Urban,48192.16,47,0,Male,0.07,No,Other
Paid,Urban,102267.18,37,0,Unknown,0.02,No,gmail.com
Paid,Urban,87870.84,34,0,Male,0.01,No,gmail.com
Paid,Urban,97179.0,28,0,Male,0.01,No,yahoo.com
Default,Urban,59433.38,37,0,Male,0.18,Yes,icloud.com
Default,Urban,78330.47,18,0,Unknown,0.11,No,icloud.com
Default,Urban,73947.37,49,0,Female,0.16,No,aol.com
Paid,Suburban,92560.05,35,0,Male,0.02,No,gmail.com
Paid,Urban,93204.96,20,0,Female,0.02,No,gmail.com
Default,Urban,73861.02,22,162,Male,0.15,No,yahoo.com
Paid,Urban,39640.98,41,0,Female,0.02,No,gmail.com
Paid,Rural,105593.24,18,0,Female,0.03,Yes,msn.com
Paid,Rural,81119.75,37,0,Male,0.02,No,hotmail.com
Paid,Urban,57831.26,46,0,Diverse,0.02,Yes,icloud.com
Paid,Urban,78130.84,23,0,Female,0.06,No,outlook.com
Default,Urban,39778.13,28,0,Female,0.25,No,yahoo.com
Paid,Urban,91107.06,19,0,Female,0.03,Yes,gmail.com
Default,Urban,40575.77,56,114,Female,0.04,No,icloud.com
Paid,Suburban,65583.31,20,0,Female,0.02,No,gmail.com
Default,Urban,74889.09,28,0,Male,0.16,Yes,gmail.com
Paid,Rural,90776.79,23,0,Male,0.01,No,outlook.com
Paid,Urban,72130.89,31,0,Female,0.03,No,icloud.com
Paid,Suburban,82699.26,19,0,Female,0.02,Yes,gmail.com
Paid,Suburban,69436.66,26,0,Unknown,0.06,Yes,gmail.com
Default,Urban,69356.28,44,0,Female,0.21,No,yahoo.com
Paid,Urban,71709.55,32,0,Unknown,0.02,Yes,hotmail.com
Paid,Urban,66218.84,67,0,Female,0.1,Yes,outlook.com
Default,Urban,36268.6,19,0,Female,0.1,No,mail.com
Default,Urban,54633.53,29,0,Male,0.06,No,yandex.com
Paid,Urban,74895.5,53,0,Female,0.1,No,aol.com
Paid,Urban,65017.58,46,0,Female,0.12,No,msn.com
Paid,Rural,66883.82,36,0,Female,0.09,Yes,yahoo.com
Paid,Urban,63532.93,29,0,Male,0.02,No,yahoo.com
Paid,Rural,52728.03,56,0,Male,0.02,Yes,gmail.com
Default,Urban,60138.01,29,0,Male,0.23,No,yahoo.com
Default,Suburban,63863.37,24,107,Male,0.02,No,yahoo.com
Paid,Urban,70102.86,47,0,Male,0.08,No,yahoo.com
Paid,Urban,77867.57,30,0,Unknown,0.02,No,gmail.com
Default,Rural,66388.99,27,0,Unknown,0.13,Yes,outlook.com
Default,Urban,49406.89,31,0,Unknown,0.05,No,yandex.com
Default,Suburban,42038.36,18,0,Female,0.14,Yes,mail.com
Paid,Urban,121948.74,34,0,Female,0.02,Yes,yahoo.com
Default,Urban,47403.7,27,0,Unknown,0.03,Yes,yahoo.com
Paid,Urban,59627.5,22,0,Female,0.02,No,hotmail.com
Paid,Suburban,80340.01,34,0,Male,0.01,No,outlook.com
Paid,Urban,77217.21,39,0,Female,0.02,No,icloud.com
Paid,Suburban,80417.31,18,0,Female,0.03,Yes,mail.com
Default,Rural,61145.66,37,0,Female,0.12,Yes,gmail.com
Default,Urban,74771.16,25,0,Male,0.27,Yes,aol.com
Paid,Urban,71226.87,44,0,Female,0.02,No,Other
Paid,Suburban,63757.37,24,0,Female,0.02,No,gmail.com
Paid,Urban,74908.19,31,0,Male,0.09,No,gmail.com
Paid,Urban,91107.31,49,0,Female,0.02,No,icloud.com
Default,Urban,69556.0,33,0,Female,0.12,No,yahoo.com
Paid,Urban,69689.06,56,0,Male,0.07,No,gmail.com
Paid,Urban,91363.22,38,0,Male,0.03,No,yahoo.com
Default,Urban,89227.21,42,0,Female,0.03,No,protonmail.com
Paid,Suburban,101678.73,46,0,Diverse,0.02,Yes,yahoo.com
Default,Urban,34875.4,32,0,Female,0.17,Yes,yandex.com
Paid,Urban,88102.38,32,0,Male,0.02,Yes,yahoo.com
Default,Rural,82031.6,49,0,Female,0.02,Yes,gmail.com
Default,Suburban,52286.95,32,0,Male,0.13,Yes,msn.com
Paid,Suburban,75031.76,19,0,Female,0.04,Yes,outlook.com
Paid,Urban,91022.43,39,0,Female,0.01,Yes,icloud.com
Paid,Suburban,53416.82,27,0,Female,0.04,No,outlook.com
Paid,Urban,78851.25,50,0,Male,0.02,No,yahoo.com
Default,Urban,87427.07,50,269,Male,0.01,Yes,gmail.com
Default,Urban,48579.61,48,0,Male,0.28,No,icloud.com
Default,Urban,67154.29,47,0,Diverse,0.18,Yes,outlook.com
Paid,Suburban,76019.37,29,0,Male,0.07,No,outlook.com
Paid,Urban,54077.37,28,0,Male,0.02,No,gmail.com
Paid,Suburban,52416.94,31,0,Unknown,0.12,Yes,outlook.com
Default,Suburban,67299.11,56,150,Male,0.03,No,msn.com
Default,Urban,86032.79,23,0,Male,0.03,Yes,yandex.com
Paid,Urban,82874.68,35,0,Male,0.02,No,yahoo.com
Default,Urban,52771.75,34,0,Male,0.26,No,aol.com
Paid,Urban,83043.36,33,0,Female,0.01,No,protonmail.com
Paid,Urban,53281.2,31,0,Male,0.11,Yes,gmail.com
Paid,Rural,37796.6,30,0,Male,0.09,No,gmail.com
Default,Urban,62657.13,23,0,Unknown,0.11,No,gmail.com
Default,Urban,92459.39,29,78,Male,0.01,Yes,protonmail.com
Default,Rural,83119.21,46,0,Female,0.01,No,outlook.com
Paid,Urban,69968.56,33,0,Unknown,0.02,No,yahoo.com
Default,Suburban,61665.89,41,0,Unknown,0.17,No,yandex.com
Paid,Urban,62204.76,37,0,Female,0.17,No,yahoo.com
Default,Urban,72175.7,25,0,Unknown,0.23,No,outlook.com
Paid,Urban,48631.25,32,0,Female,0.02,No,protonmail.com
Paid,Urban,63037.85,34,0,Female,0.1,Yes,gmail.com
Default,Urban,65688.61,31,0,Female,0.27,Yes,aol.com
Paid,Suburban,42978.51,44,0,Male,0.02,No,yahoo.com
Paid,Urban,53231.03,28,0,Female,0.02,No,hotmail.com
Paid,Rural,78210.14,26,0,Female,0.1,No,yahoo.com
Paid,Urban,70190.24,27,0,Male,0.19,No,msn.com
Paid,Urban,63824.76,26,0,Female,0.02,No,yahoo.com
Default,Urban,51771.45,52,0,Male,0.26,Yes,gmail.com
Default,Rural,101537.0,47,69,Female,0.02,No,outlook.com
Paid,Urban,53240.42,31,0,Male,0.14,No,gmail.com
Paid,Urban,75031.86,42,0,Male,0.02,No,gmail.com
Paid,Rural,60242.62,30,0,Female,0.02,Yes,gmail.com
Paid,Urban,70725.59,45,0,Male,0.15,No,yahoo.com
Paid,Rural,79152.19,20,0,Female,0.05,No,gmail.com
Default,Urban,42594.87,35,0,Female,0.02,Yes,icloud.com
Paid,Suburban,69867.68,25,0,Male,0.02,No,icloud.com
Paid,Rural,93814.57,32,0,Male,0.02,Yes,msn.com
Paid,Suburban,105230.04,37,0,Male,0.02,No,gmail.com
Default,Urban,67399.72,19,0,Female,0.14,No,outlook.com
Paid,Urban,70833.62,29,0,Diverse,0.01,No,icloud.com
Paid,Rural,114226.66,51,0,Male,0.01,No,yahoo.com
Paid,Urban,92698.49,63,0,Male,0.01,Yes,outlook.com
Paid,Urban,57654.31,44,0,Male,0.02,Yes,outlook.com
Paid,Suburban,57620.33,27,0,Male,0.07,Yes,yahoo.com
Paid,Urban,89130.99,56,0,Unknown,0.02,Yes,yahoo.com
Default,Urban,49779.26,33,0,Male,0.18,Yes,yahoo.com
Paid,Urban,91754.54,25,0,Male,0.02,No,Other
Paid,Urban,76686.0,31,0,Female,0.02,Yes,yahoo.com
Paid,Urban,80354.42,59,0,Female,0.02,Yes,hotmail.com
